1685430721.607584,3
1685430721.714156,7
1685430721.819217,8
1685430721.925672,9
1685430722.032892,9
1685430722.140733,11
1685430722.246599,14
1685430722.355528,15
1685430722.462520,15
1685430722.568277,15
1685430722.673522,17
1685430722.779572,18
1685430722.886229,15
1685430722.992458,15
1685430723.098630,16
1685430723.204836,20
1685430723.313073,20
1685430723.418689,20
1685430723.525673,12
1685430723.632608,12
1685430723.740398,16
1685430723.847277,20
1685430723.954834,20
1685430724.062081,19
1685430724.169248,20
1685430724.276998,20
1685430724.383085,20
1685430724.490563,20
1685430724.597312,20
1685430724.704051,20
1685430724.811369,20
1685430724.917723,20
1685430725.040990,20
1685430725.150010,18
1685430725.257330,14
1685430725.362658,14
1685430725.468338,7
1685430725.573560,4
1685430725.679896,4
1685430725.785764,4
1685430725.891574,5
1685430725.996876,5
1685430726.102696,5
1685430726.212095,6
1685430726.320925,7
1685430726.427025,6
1685430726.533076,6
1685430726.642039,6
1685430726.747783,6
1685430726.854828,7
1685430726.961616,6
1685430727.068532,7
1685430727.174314,7
1685430727.282126,6
1685430727.390215,6
1685430727.496632,7
1685430727.603253,7
1685430727.708608,6
1685430727.816138,5
1685430727.922720,6
1685430728.027884,6
1685430728.133288,7
1685430728.239599,6
1685430728.347460,6
1685430728.454599,6
1685430728.560941,6
1685430728.667760,6
1685430728.773683,6
1685430728.880690,7
1685430728.987992,7
1685430729.097031,4
1685430729.203438,6
1685430729.313206,5
1685430729.422101,5
1685430729.527733,6
1685430729.634262,6
1685430729.740637,7
1685430729.847556,7
1685430729.953167,6
1685430730.058300,6
1685430730.165046,6
1685430730.270937,6
1685430730.378142,7
1685430730.486743,6
1685430730.593536,6
1685430730.701089,6
1685430730.810355,6
1685430730.916073,6
1685430731.022610,7
1685430731.129029,5
1685430731.237351,5
1685430731.346173,5
1685430731.451641,6
1685430731.561666,5
1685430731.669682,3
1685430731.776605,3
1685430731.882354,4
1685430731.988639,5
1685430732.093738,7
1685430732.199212,7
1685430732.308683,8
1685430732.414855,9
1685430732.521184,11
1685430732.628909,11
1685430732.735108,11
1685430732.843644,11
1685430732.950417,11
1685430733.057677,11
1685430733.164212,11
1685430733.270619,10
1685430733.376147,9
1685430733.482595,10
1685430733.588716,9
1685430733.698630,9
1685430733.805634,8
1685430733.912729,9
1685430734.018288,9
1685430734.124640,10
1685430734.231366,10
1685430734.338993,11
1685430734.444666,11
1685430734.550367,11
1685430734.656786,10
1685430734.764464,11
1685430734.870664,9
1685430734.979553,10
1685430735.085627,12
1685430735.192702,10
1685430735.300787,11
1685430735.407330,10
1685430735.514189,11
1685430735.620735,11
1685430735.726980,10
1685430735.834494,11
1685430735.940571,12
1685430736.046981,11
1685430736.153256,11
1685430736.258887,9
1685430736.365416,9
1685430736.472907,10
1685430736.580151,10
1685430736.686213,10
1685430736.794010,9
1685430736.899879,11
1685430737.006119,10
1685430737.113058,12
1685430737.218826,12
1685430737.327312,11
1685430737.434183,11
1685430737.541323,11
1685430737.647856,12
1685430737.754475,11
1685430737.863042,9
1685430737.969034,11
1685430738.076555,10
1685430738.183495,11
1685430738.291419,9
1685430738.398452,10
1685430738.505832,10
1685430738.613928,11
1685430738.719459,11
1685430738.825015,10
1685430738.935141,10
1685430739.040535,11
1685430739.147111,11
1685430739.253241,10
1685430739.362660,10
1685430739.467937,11
1685430739.585707,12
1685430739.692932,11
1685430739.800229,12
1685430739.917774,9
1685430740.026832,11
1685430740.133137,10
1685430740.238399,11
1685430740.346534,11
1685430740.452061,11
1685430740.558652,13
1685430740.665694,10
1685430740.772342,11
1685430740.880670,11
1685430740.988438,11
1685430741.095215,11
1685430741.202700,9
1685430741.310226,10
1685430741.417286,9
1685430741.523765,9
1685430741.629514,11
1685430741.736502,10
1685430741.843263,11
1685430741.949106,6
