1685347722.816936,3
1685347722.922296,11
1685347723.027661,20
1685347723.138219,31
1685347723.246180,37
1685347723.353537,45
1685347723.460670,52
1685347723.568915,60
1685347723.675350,68
1685347723.784912,74
1685347723.890991,83
1685347723.996340,90
1685347724.102960,98
1685347724.209893,100
1685347724.320417,100
1685347724.427049,100
1685347724.534931,100
1685347724.641436,100
1685347724.748058,100
1685347724.854285,100
1685347724.975960,100
1685347725.082463,100
1685347725.197106,100
1685347725.304227,100
1685347725.412534,100
1685347725.521995,100
1685347725.629541,100
1685347725.738739,100
1685347725.845405,100
1685347725.952539,100
1685347726.058045,100
1685347726.167541,100
1685347726.276246,100
1685347726.382586,100
1685347726.489116,100
1685347726.594713,100
1685347726.703332,99
1685347726.810185,100
1685347726.919202,100
1685347727.025477,100
1685347727.132334,100
1685347727.238637,100
1685347727.347182,100
1685347727.453631,100
1685347727.559752,99
1685347727.666967,100
1685347727.774395,100
1685347727.882038,100
1685347727.990066,100
1685347728.096138,100
1685347728.202477,100
1685347728.311762,100
1685347728.418509,100
1685347728.524831,100
1685347728.634387,99
1685347728.742833,100
1685347728.849451,100
1685347728.954729,100
1685347729.060573,99
1685347729.168925,100
1685347729.275192,100
1685347729.381828,100
1685347729.489442,99
1685347729.596791,100
1685347729.701887,100
1685347729.809268,100
1685347729.916334,99
1685347730.023142,94
1685347730.131125,88
1685347730.239739,82
1685347730.349523,76
1685347730.456372,73
1685347730.562333,73
1685347730.668640,75
1685347730.775122,76
1685347730.880978,75
1685347730.987375,74
1685347731.095263,73
1685347731.202384,73
1685347731.310364,76
1685347731.416766,77
1685347731.523153,76
1685347731.634043,76
1685347731.742540,75
1685347731.851878,76
1685347731.958637,76
1685347732.067461,77
1685347732.174388,79
1685347732.280595,79
1685347732.388249,78
1685347732.495968,78
1685347732.602702,78
1685347732.709173,78
1685347732.815785,78
1685347732.923512,78
1685347733.031364,78
1685347733.137483,78
1685347733.242663,78
1685347733.353612,78
1685347733.459731,78
1685347733.566377,77
1685347733.672441,77
1685347733.779447,77
1685347733.885337,77
1685347733.993784,77
1685347734.099171,78
1685347734.207031,78
1685347734.317937,78
1685347734.424025,78
1685347734.531189,78
1685347734.637127,77
1685347734.744415,77
1685347734.850459,78
1685347734.956430,77
1685347735.063012,77
1685347735.169252,77
1685347735.275875,77
1685347735.382832,76
1685347735.489591,76
1685347735.596079,77
1685347735.701582,77
1685347735.806859,77
1685347735.913340,77
1685347736.019359,80
1685347736.124529,79
1685347736.231509,80
1685347736.341611,80
1685347736.450691,80
1685347736.556711,80
1685347736.664569,80
1685347736.771366,78
1685347736.879914,78
1685347736.984993,77
1685347737.090965,78
1685347737.197189,78
1685347737.304001,78
1685347737.410156,77
1685347737.516410,77
1685347737.622792,77
1685347737.730958,77
1685347737.836613,77
1685347737.945374,78
1685347738.052000,78
1685347738.157454,78
1685347738.266090,79
1685347738.372455,79
1685347738.478824,78
1685347738.584498,78
1685347738.690126,80
1685347738.797396,80
1685347738.905033,80
1685347739.011862,80
1685347739.117702,81
1685347739.224969,81
1685347739.338011,80
1685347739.446426,80
1685347739.553773,79
1685347739.661987,79
1685347739.769605,80
1685347739.876021,80
1685347739.982689,80
1685347740.089976,80
1685347740.197982,80
1685347740.305846,80
1685347740.411737,80
1685347740.517152,80
1685347740.625864,80
1685347740.733504,80
1685347740.839833,80
1685347740.946823,79
1685347741.053269,80
1685347741.159997,79
1685347741.267383,79
1685347741.372861,79
1685347741.479910,79
1685347741.587305,80
1685347741.693393,80
1685347741.799118,80
1685347741.906047,80
1685347742.015094,80
1685347742.121871,80
1685347742.229180,80
1685347742.335400,81
1685347742.440887,81
1685347742.547046,81
1685347742.654014,81
1685347742.760053,81
1685347742.866935,81
1685347742.973231,81
1685347743.079893,82
1685347743.187779,82
1685347743.299109,82
1685347743.406044,81
1685347743.513968,82
1685347743.619297,81
1685347743.724709,81
1685347743.832474,81
1685347743.940121,81
1685347744.048027,81
1685347744.153643,81
1685347744.260689,80
1685347744.370591,81
1685347744.477145,81
1685347744.586051,81
1685347744.691911,81
1685347744.799835,82
1685347744.907198,83
1685347745.014149,83
1685347745.119815,83
1685347745.227254,83
1685347745.336308,83
1685347745.443442,83
1685347745.551554,83
1685347745.658625,82
1685347745.767338,82
1685347745.873399,82
1685347745.982273,82
1685347746.101231,83
1685347746.212014,84
1685347746.322635,84
1685347746.431227,84
1685347746.538062,84
1685347746.643750,84
1685347746.751592,84
1685347746.858708,84
1685347746.966469,84
1685347747.073182,84
1685347747.181963,84
1685347747.289202,83
1685347747.396623,83
1685347747.504156,83
1685347747.610686,83
1685347747.719727,82
1685347747.827043,82
1685347747.934581,82
1685347748.044822,83
1685347748.155616,83
1685347748.268582,83
1685347748.379733,83
1685347748.494947,83
1685347748.608409,83
1685347748.718072,83
1685347748.825575,81
1685347748.931528,81
1685347749.040017,81
1685347749.147659,81
1685347749.254970,82
1685347749.361766,82
1685347749.470156,82
1685347749.575693,81
1685347749.681515,82
1685347749.787113,82
1685347749.892313,82
1685347750.001438,82
1685347750.108351,82
1685347750.218716,82
1685347750.326345,82
1685347750.436826,82
1685347750.544127,82
1685347750.650809,82
1685347750.758124,82
1685347750.865727,81
1685347750.970885,81
1685347751.076016,82
1685347751.183481,82
1685347751.292217,83
1685347751.399004,83
1685347751.504390,83
1685347751.611407,83
1685347751.718457,83
1685347751.824145,84
1685347751.930514,84
1685347752.035875,83
1685347752.143098,83
1685347752.250221,83
1685347752.355590,83
1685347752.462607,83
1685347752.569242,83
1685347752.675127,83
1685347752.781602,82
1685347752.888237,82
1685347752.996015,82
1685347753.104145,82
1685347753.211560,82
1685347753.321655,82
1685347753.427547,82
1685347753.534312,82
1685347753.640891,83
1685347753.748050,83
1685347753.854179,84
1685347753.966293,83
1685347754.072091,82
1685347754.178875,83
1685347754.286258,83
1685347754.394566,83
1685347754.502742,83
1685347754.609296,83
1685347754.715239,83
1685347754.820825,83
1685347754.930679,85
1685347755.037757,85
1685347755.142986,85
1685347755.249368,85
1685347755.356729,85
1685347755.464242,86
1685347755.569912,86
1685347755.677325,86
1685347755.783879,86
1685347755.892125,85
1685347755.999727,85
1685347756.106261,85
1685347756.214329,84
1685347756.321643,85
1685347756.432297,84
1685347756.546383,84
1685347756.658596,84
1685347756.768546,84
1685347756.881778,85
1685347756.988389,85
1685347757.094267,85
1685347757.202598,85
1685347757.310966,85
1685347757.418059,85
1685347757.523251,85
1685347757.629027,85
1685347757.735312,85
1685347757.842105,85
1685347757.954376,84
1685347758.061524,84
1685347758.170989,83
1685347758.279159,83
1685347758.385424,83
1685347758.490896,83
1685347758.599256,85
1685347758.705492,85
1685347758.811907,85
1685347758.918906,85
1685347759.024915,85
1685347759.132659,85
1685347759.240366,85
1685347759.349870,85
1685347759.456318,85
1685347759.562649,85
1685347759.669179,85
1685347759.776638,85
1685347759.883151,85
1685347759.990671,85
1685347760.101756,84
